customer_id,customer_name,segment,region,first_order_date,last_order_date,total_orders,total_revenue,total_profit,total_quantity,avg_order_value,is_repeat_customer,days_since_last_order,is_churned_customer,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
AW-10840,Anthony Witt,Consumer,Central,2015-04-13,2017-12-10,4,649.376,65.77250000000001,24,162.344,True,20,False,20,4,649.376,4,1,1,411,Potential Loyalists
AW-10930,Arthur Wiediger,Home Office,Central,2014-07-14,2017-11-14,7,2852.968,-104.5486,68,407.56685714285715,True,46,False,46,7,2852.968,3,3,3,333,Champions
AY-10555,Andy Yotov,Corporate,West,2014-04-06,2017-12-16,4,497.014,103.3499,34,124.2535,True,14,False,14,4,497.014,4,1,1,411,Potential Loyalists
AZ-10750,Annie Zypern,Consumer,East,2014-03-17,2017-07-23,6,1622.0179999999998,154.9503,40,270.3363333333333,True,160,True,160,6,1622.0179999999998,2,2,2,222,Lost / Low Value
BB-10990,Barry Blumstein,Corporate,West,2014-07-27,2017-09-16,5,744.3399999999999,11.583900000000007,26,148.868,True,105,True,105,5,744.3399999999999,2,2,1,221,Lost / Low Value
BB-11545,Brenda Bowman,Corporate,Central,2015-06-05,2017-12-02,9,6765.728,1015.0749999999999,83,751.7475555555556,True,28,False,28,9,6765.728,4,4,4,444,Champions
BC-11125,Becky Castell,Home Office,West,2014-07-06,2017-06-11,9,2933.676,251.5974,60,325.964,True,202,True,202,9,2933.676,1,4,3,143,At Risk
BD-11320,Bill Donatelli,Consumer,West,2015-05-31,2017-11-27,12,5718.521,1094.5037,75,476.54341666666664,True,33,False,33,12,5718.521,3,4,4,344,Champions
BD-11500,Bradley Drucker,Consumer,Central,2014-02-01,2017-11-25,6,4411.2429999999995,1142.1225,49,735.2071666666666,True,35,False,35,6,4411.2429999999995,3,2,4,324,Potential Loyalists
BD-11560,Brendan Dodson,Home Office,West,2015-05-30,2017-03-27,2,320.54,116.714,11,160.27,True,278,True,278,2,320.54,1,1,1,111,Lost / Low Value
BD-11605,Brian Dahlen,Consumer,East,2014-01-13,2017-09-24,7,3288.471,634.8463,74,469.78157142857145,True,97,True,97,7,3288.471,2,3,3,233,At Risk
BD-11620,Brian DeCherney,Consumer,West,2014-06-30,2017-10-22,6,1538.11,206.75689999999997,27,256.35166666666663,True,69,False,69,6,1538.11,3,2,2,322,Potential Loyalists
BD-11635,Brian Derr,Consumer,South,2014-10-05,2017-12-21,3,582.646,141.53400000000002,19,194.21533333333332,True,9,False,9,3,582.646,4,1,1,411,Potential Loyalists
BD-11725,Bruce Degenhardt,Consumer,South,2015-07-03,2017-09-28,6,1526.5,333.9791,29,254.41666666666666,True,93,True,93,6,1526.5,2,2,2,222,Lost / Low Value
BD-11770,Bryan Davis,Consumer,Central,2016-03-10,2017-02-06,6,658.466,141.265,21,109.74433333333333,True,327,True,327,6,658.466,1,2,1,121,Lost / Low Value
BE-11335,Bill Eplett,Home Office,Central,2016-01-15,2017-09-02,5,4204.676,1487.7739000000001,35,840.9352000000001,True,119,True,119,5,4204.676,2,2,4,224,Lost / Low Value
BE-11410,Bobby Elias,Consumer,East,2016-02-07,2017-09-23,5,2261.438,755.9150999999999,19,452.2876,True,98,True,98,5,2261.438,2,2,3,223,Lost / Low Value
BE-11455,Brad Eason,Home Office,Central,2015-08-02,2017-04-20,6,1727.652,139.20080000000002,40,287.942,True,254,True,254,6,1727.652,1,2,2,122,Lost / Low Value
BF-10975,Barbara Fisher,Corporate,South,2014-07-14,2017-09-30,7,599.798,227.4384,38,85.68542857142857,True,91,True,91,7,599.798,2,3,1,231,At Risk
BF-11005,Barry Franz,Home Office,West,2014-09-25,2017-11-21,4,1333.88,-291.38109999999995,26,333.47,True,39,False,39,4,1333.88,3,1,2,312,Potential Loyalists
BF-11020,Barry Französisch,Corporate,Central,2014-02-15,2017-10-17,8,2888.506,302.02,78,361.06325,True,74,False,74,8,2888.506,3,3,3,333,Champions
BF-11080,Bart Folk,Consumer,East,2014-11-28,2017-12-05,3,272.95,110.9272,29,90.98333333333333,True,25,False,25,3,272.95,4,1,1,411,Potential Loyalists
BF-11170,Ben Ferrer,Home Office,West,2014-04-13,2017-12-14,11,5907.972,1538.2127,102,537.0883636363636,True,16,False,16,11,5907.972,4,4,4,444,Champions
BF-11215,Benjamin Farhat,Home Office,West,2014-11-09,2017-10-26,4,1585.162,523.2133,48,396.2905,True,65,False,65,4,1585.162,3,1,2,312,Potential Loyalists
BF-11275,Beth Fritzler,Corporate,West,2014-03-22,2017-11-03,3,791.9899999999999,25.870199999999997,11,263.9966666666666,True,57,False,57,3,791.9899999999999,3,1,1,311,Potential Loyalists
BG-11035,Barry Gonzalez,Consumer,South,2014-11-05,2017-12-02,8,2798.948,-711.4274,35,349.8685,True,28,False,28,8,2798.948,4,3,3,433,Champions
BG-11695,Brooke Gillingham,Corporate,East,2014-05-11,2017-11-24,6,1874.172,107.5715,24,312.362,True,36,False,36,6,1874.172,3,2,2,322,Potential Loyalists
BG-11740,Bruce Geld,Consumer,East,2014-03-23,2017-11-03,6,1006.356,119.34790000000001,22,167.726,True,57,False,57,6,1006.356,3,2,1,321,Potential Loyalists
BH-11710,Brosina Hoffman,Consumer,West,2014-06-09,2017-12-07,8,6255.351,802.7898,97,781.918875,True,23,False,23,8,6255.351,4,3,4,434,Champions
BK-11260,Berenike Kampe,Consumer,East,2014-08-03,2017-10-14,6,659.1379999999999,-63.764399999999995,58,109.85633333333332,True,77,False,77,6,659.1379999999999,2,2,1,221,Lost / Low Value
BM-11140,Becky Martin,Consumer,Central,2014-09-08,2017-02-26,4,11789.63,-1659.9580999999998,64,2947.4075,True,307,True,307,4,11789.63,1,1,4,114,Lost / Low Value
BM-11575,Brendan Murry,Corporate,East,2015-09-15,2017-09-21,6,808.162,95.58160000000001,22,134.69366666666667,True,100,True,100,6,808.162,2,2,1,221,Lost / Low Value
BM-11650,Brian Moss,Corporate,East,2014-07-09,2017-11-27,11,7294.185,2199.2781,95,663.1077272727273,True,33,False,33,11,7294.185,3,4,4,344,Champions
BM-11785,Bryan Mills,Consumer,East,2014-06-06,2017-05-26,10,1338.842,137.7439,44,133.88420000000002,True,218,True,218,10,1338.842,1,4,2,142,At Risk
BN-11470,Brad Norvell,Corporate,South,2014-09-12,2017-12-06,4,265.296,36.6131,15,66.324,True,24,False,24,4,265.296,4,1,1,411,Potential Loyalists
BN-11515,Bradley Nguyen,Consumer,West,2014-03-17,2017-12-21,5,1459.344,340.7054,79,291.8688,True,9,False,9,5,1459.344,4,2,2,422,Potential Loyalists
BO-11350,Bill Overfelt,Corporate,West,2016-01-03,2017-08-15,5,2682.728,278.77700000000004,43,536.5456,True,137,True,137,5,2682.728,2,2,3,223,Lost / Low Value
BO-11425,Bobby Odegard,Consumer,South,2015-09-10,2017-10-16,2,130.83,59.4522,7,65.415,True,75,False,75,2,130.83,3,1,1,311,Potential Loyalists
BP-11050,Barry Pond,Corporate,East,2014-10-12,2017-10-08,5,983.42,209.78300000000002,30,196.684,True,83,False,83,5,983.42,2,2,1,221,Lost / Low Value
BP-11095,Bart Pistole,Corporate,Central,2014-06-07,2017-12-13,12,2442.044,433.9751,70,203.50366666666665,True,17,False,17,12,2442.044,4,4,3,443,Champions
BP-11155,Becky Pak,Consumer,South,2015-06-04,2017-10-02,6,1697.8609999999999,647.3847000000001,32,282.97683333333333,True,89,False,89,6,1697.8609999999999,2,2,2,222,Lost / Low Value
BP-11185,Ben Peterman,Corporate,West,2015-03-24,2017-12-29,9,3675.861,363.5991,69,408.429,True,1,False,1,9,3675.861,4,4,3,443,Champions
BP-11230,Benjamin Patterson,Consumer,West,2014-04-20,2017-11-21,5,1181.49,-197.2695,14,236.298,True,39,False,39,5,1181.49,3,2,2,322,Potential Loyalists
BP-11290,Beth Paige,Consumer,Central,2014-10-03,2017-12-18,7,2475.157,-319.0637,51,353.5938571428572,True,12,False,12,7,2475.157,4,3,3,433,Champions
BS-11365,Bill Shonely,Corporate,East,2014-05-04,2016-06-20,5,10501.653,2616.0643999999998,39,2100.3306000000002,True,558,True,558,5,10501.653,1,2,4,124,Lost / Low Value
BS-11380,Bill Stewart,Corporate,Central,2014-11-29,2017-12-02,5,3887.834,-17.532200000000024,58,777.5668,True,28,False,28,5,3887.834,4,2,4,424,Potential Loyalists
BS-11590,Brendan Sweed,Corporate,West,2014-01-14,2017-11-25,6,2454.928,381.7807,41,409.1546666666666,True,35,False,35,6,2454.928,3,2,3,323,Potential Loyalists
BS-11665,Brian Stugart,Consumer,East,2014-06-23,2016-05-27,3,3288.1099999999997,238.73680000000002,47,1096.0366666666666,True,582,True,582,3,3288.1099999999997,1,1,3,113,Lost / Low Value
BS-11755,Bruce Stewart,Consumer,West,2014-05-18,2017-12-29,7,2562.382,-113.29840000000003,45,366.0545714285714,True,1,False,1,7,2562.382,4,3,3,433,Champions
BS-11800,Bryan Spruell,Home Office,East,2015-09-26,2017-04-09,2,949.4300000000001,194.0516,22,474.71500000000003,True,265,True,265,2,949.4300000000001,1,1,1,111,Lost / Low Value
BT-11305,Beth Thompson,Home Office,West,2014-04-25,2017-01-28,5,2567.656,417.5918,33,513.5312,True,336,True,336,5,2567.656,1,2,3,123,Lost / Low Value
BT-11395,Bill Tyler,Corporate,Central,2014-10-28,2017-03-03,6,2186.6130000000003,257.9163,38,364.43550000000005,True,302,True,302,6,2186.6130000000003,1,2,2,122,Lost / Low Value
BT-11440,Bobby Trafton,Consumer,West,2014-06-04,2016-06-18,4,603.876,-77.5256,16,150.969,True,560,True,560,4,603.876,1,1,1,111,Lost / Low Value
BT-11485,Brad Thomas,Home Office,East,2015-12-27,2016-03-11,2,415.19599999999997,126.8694,11,207.59799999999998,True,659,True,659,2,415.19599999999997,1,1,1,111,Lost / Low Value
BT-11530,Bradley Talbott,Home Office,West,2014-05-21,2017-09-30,5,2684.4919999999997,409.4983,44,536.8983999999999,True,91,True,91,5,2684.4919999999997,2,2,3,223,Lost / Low Value
BT-11680,Brian Thompson,Consumer,East,2014-11-28,2017-12-10,7,3196.752,447.74839999999995,88,456.6788571428571,True,20,False,20,7,3196.752,4,3,3,433,Champions
BV-11245,Benjamin Venier,Corporate,Central,2015-03-26,2017-01-30,5,1523.2730000000001,315.2214,49,304.6546,True,334,True,334,5,1523.2730000000001,1,2,2,122,Lost / Low Value
BW-11065,Barry Weirich,Consumer,South,2014-05-25,2017-06-01,3,385.516,-58.28659999999999,8,128.50533333333334,True,212,True,212,3,385.516,1,1,1,111,Lost / Low Value
BW-11110,Bart Watters,Corporate,Central,2015-03-20,2017-08-31,8,4750.358,921.2574,74,593.79475,True,121,True,121,8,4750.358,2,3,4,234,At Risk
BW-11200,Ben Wallace,Consumer,South,2014-08-12,2017-06-10,6,1738.406,246.9973,49,289.7343333333333,True,203,True,203,6,1738.406,1,2,2,122,Lost / Low Value
CA-11965,Carol Adams,Corporate,South,2014-01-26,2017-09-25,6,3789.7228,1143.3817,29,631.6204666666666,True,96,True,96,6,3789.7228,2,2,4,224,Lost / Low Value
CA-12055,Cathy Armstrong,Home Office,Central,2015-09-05,2016-11-24,5,1679.7240000000002,211.2559,49,335.94480000000004,True,401,True,401,5,1679.7240000000002,1,2,2,122,Lost / Low Value
CA-12265,Christina Anderson,Consumer,Central,2014-03-25,2017-11-04,9,2648.2872,279.6183,65,294.25413333333336,True,56,False,56,9,2648.2872,3,4,3,343,Champions
CA-12310,Christine Abelman,Corporate,East,2014-07-19,2017-12-17,4,1421.954,246.02179999999998,25,355.4885,True,13,False,13,4,1421.954,4,1,2,412,Potential Loyalists
CA-12775,Cynthia Arntzen,Consumer,South,2014-06-28,2017-09-01,7,3041.566,204.48950000000002,72,434.50942857142854,True,120,True,120,7,3041.566,2,3,3,233,At Risk
CB-12025,Cassandra Brandow,Consumer,East,2014-03-21,2017-11-13,10,6076.139,150.2089,122,607.6139000000001,True,47,False,47,10,6076.139,3,4,4,344,Champions
CB-12415,Christy Brittain,Consumer,East,2015-11-05,2017-12-04,8,1949.2,272.3883,44,243.65,True,26,False,26,8,1949.2,4,3,2,432,Loyal Customers
CB-12535,Claudia Bergmann,Corporate,South,2015-01-02,2017-06-16,8,4246.4555,1049.5601,74,530.8069375,True,197,True,197,8,4246.4555,1,3,4,134,At Risk
CC-12100,Chad Cunningham,Home Office,Central,2014-12-16,2016-09-29,6,1770.945,208.5912,46,295.15749999999997,True,457,True,457,6,1770.945,1,2,2,122,Lost / Low Value
CC-12145,Charles Crestani,Consumer,West,2014-07-20,2017-09-15,7,2471.65,392.2825,31,353.09285714285716,True,106,True,106,7,2471.65,2,3,3,233,At Risk
CC-12220,Chris Cortes,Consumer,Central,2014-09-09,2017-12-10,12,3913.418,393.9618,81,326.1181666666667,True,20,False,20,12,3913.418,4,4,4,444,Champions
CC-12370,Christopher Conant,Consumer,South,2016-05-23,2017-11-17,5,12129.072000000002,2177.0493,34,2425.8144,True,43,False,43,5,12129.072000000002,3,2,4,324,Potential Loyalists
CC-12430,Chuck Clark,Home Office,Central,2015-09-06,2017-12-30,10,2870.05,424.6583,63,287.005,True,0,False,0,10,2870.05,4,4,3,443,Champions
CC-12475,Cindy Chapman,Consumer,East,2014-05-16,2017-11-21,9,1659.438,154.851,40,184.382,True,39,False,39,9,1659.438,3,4,2,342,Loyal Customers
CC-12550,Clay Cheatham,Consumer,West,2017-06-15,2017-12-03,3,113.832,33.870599999999996,14,37.943999999999996,True,27,False,27,3,113.832,4,1,1,411,Potential Loyalists
CC-12610,Corey Catlett,Corporate,East,2014-08-27,2017-11-26,7,2540.631,331.434,39,362.94728571428567,True,34,False,34,7,2540.631,3,3,3,333,Champions
CC-12670,Craig Carreira,Consumer,East,2014-12-23,2017-12-01,7,2269.7015,187.8399,47,324.24307142857145,True,29,False,29,7,2269.7015,4,3,3,433,Champions
CC-12685,Craig Carroll,Consumer,South,2014-03-22,2015-10-23,4,2854.1150000000002,850.1591,51,713.5287500000001,True,799,True,799,4,2854.1150000000002,1,1,3,113,Lost / Low Value
CD-11920,Carlos Daly,Consumer,West,2014-03-24,2017-11-20,5,2033.968,426.661,35,406.7936,True,40,False,40,5,2033.968,3,2,2,322,Potential Loyalists
CD-11980,Carol Darley,Consumer,Central,2016-11-24,2017-11-06,3,639.766,-206.7172,22,213.2553333333333,True,54,False,54,3,639.766,3,1,1,311,Potential Loyalists
CD-12280,Christina DeMoss,Consumer,West,2017-11-05,2017-11-18,2,1205.584,233.0274,39,602.792,True,42,False,42,2,1205.584,3,1,2,312,Potential Loyalists
CD-12790,Cynthia Delaney,Home Office,West,2014-02-02,2016-11-26,5,1860.732,403.8422,49,372.14639999999997,True,399,True,399,5,1860.732,1,2,2,122,Lost / Low Value
CG-12040,Catherine Glotzbach,Home Office,East,2015-06-01,2017-11-11,6,904.4680000000001,86.5106,37,150.7446666666667,True,49,False,49,6,904.4680000000001,3,2,1,321,Potential Loyalists
CG-12520,Claire Gute,Consumer,South,2015-10-15,2017-01-26,3,1148.7800000000002,169.93439999999998,14,382.92666666666673,True,338,True,338,3,1148.7800000000002,1,1,2,112,Lost / Low Value
CH-12070,Cathy Hwang,Home Office,South,2015-06-25,2016-02-08,3,1537.236,195.15109999999999,13,512.412,True,691,True,691,3,1537.236,1,1,2,112,Lost / Low Value
CJ-11875,Carl Jackson,Corporate,East,2016-12-30,2016-12-30,1,16.52,1.652,5,16.52,False,365,True,365,1,16.52,1,1,1,111,Lost / Low Value
CJ-12010,Caroline Jumper,Consumer,West,2016-03-10,2017-06-24,8,11164.974,858.7414,83,1395.62175,True,189,True,189,8,11164.974,1,3,4,134,At Risk
CK-12205,Chloris Kastensmidt,Consumer,East,2014-03-11,2017-11-21,13,3154.855,141.2831,122,242.68115384615385,True,39,False,39,13,3154.855,3,4,3,343,Champions
CK-12325,Christine Kargatis,Home Office,West,2014-03-14,2017-09-01,5,2945.321,261.22090000000003,46,589.0642,True,120,True,120,5,2945.321,2,2,3,223,Lost / Low Value
CK-12595,Clytie Kelty,Consumer,East,2014-12-26,2017-11-17,11,2372.75,497.70980000000003,108,215.70454545454547,True,43,False,43,11,2372.75,3,4,3,343,Champions
CK-12760,Cyma Kinney,Corporate,East,2014-02-07,2017-10-09,9,1582.109,-338.4311,64,175.78988888888887,True,82,False,82,9,1582.109,2,4,2,242,At Risk
CL-11890,Carl Ludwig,Consumer,East,2014-07-26,2017-09-15,4,1262.0140000000001,328.0847,24,315.50350000000003,True,106,True,106,4,1262.0140000000001,2,1,2,212,Lost / Low Value
CL-12565,Clay Ludtke,Consumer,Central,2014-03-04,2017-03-21,12,10880.546,1933.7830999999999,106,906.7121666666667,True,284,True,284,12,10880.546,1,4,4,144,At Risk
CL-12700,Craig Leslie,Home Office,Central,2016-04-24,2017-09-16,5,2353.586,229.00990000000002,34,470.71719999999993,True,105,True,105,5,2353.586,2,2,3,223,Lost / Low Value
